Renewable,LC,Main,LS,Bmode,,,,,,,,,,,,
277,3,0.8,3,0,,,,,,,,,,,,
277,4,0,4,0,,,,,,,,,,,,
277,5,0,5,0,,,,,,,,,,,,
277,6,1.2,6,0,,,,,,,,,,,,
277,7,2,7,0,,,,,,,,,,,,
278,0,0,0,1,,,,,,,,,,,,
278,1,0,1,1,,,,,,,,,,,,
278,2,0,2,0,,,,,,,,,,,,
278,3,0.8,3,0,,,,,,,,,,,,
278,4,0,4,0,,,,,,,,,,,,
278,5,0,5,0,,,,,,,,,,,,
278,6,1.2,6,0,,,,,,,,,,,,
278,7,2,7,0,,,,,,,,,,,,
279,0,0,0,1,,,,,,,,,,,,
279,1,0,1,1,,,,,,,,,,,,
279,2,0,2,0,,,,,,,,,,,,
279,3,0.8,3,0,,,,,,,,,,,,
279,4,0,4,0,,,,,,,,,,,,
279,5,0,5,0,,,,,,,,,,,,
279,6,1.2,6,0,,,,,,,,,,,,
279,7,2,7,0,,,,,,,,,,,,
280,0,0,0,1,,,,,,,,,,,,
280,1,0,1,1,,,,,,,,,,,,
280,2,0,2,0,,,,,,,,,,,,
280,3,0.8,3,0,,,,,,,,,,,,
280,4,0,4,0,,,,,,,,,,,,
280,5,0,5,0,,,,,,,,,,,,
280,6,1.2,6,0,,,,,,,,,,,,
280,7,2,7,0,,,,,,,,,,,,
281,0,0,0,1,,,,,,,,,,,,
281,1,0,1,1,,,,,,,,,,,,
281,2,0,2,0,,,,,,,,,,,,
281,3,0.8,3,0,,,,,,,,,,,,
281,4,0,4,0,,,,,,,,,,,,
281,5,0,5,0,,,,,,,,,,,,
281,6,1.2,6,0,,,,,,,,,,,,
281,7,2,7,0,,,,,,,,,,,,
282,0,0,0,1,,,,,,,,,,,,
282,1,0,1,1,,,,,,,,,,,,
282,2,0,2,0,,,,,,,,,,,,
282,3,0.8,3,0,,,,,,,,,,,,
282,4,0,4,0,,,,,,,,,,,,
282,5,0,5,0,,,,,,,,,,,,
282,6,1.2,6,0,,,,,,,,,,,,
282,7,2,7,0,,,,,,,,,,,,
283,0,0,0,1,,,,,,,,,,,,
283,1,0,1,1,,,,,,,,,,,,
283,2,0,2,0,,,,,,,,,,,,
283,3,0.8,3,0,,,,,,,,,,,,
283,4,0,4,0,,,,,,,,,,,,
283,5,0,5,0,,,,,,,,,,,,
283,6,1.2,6,0,,,,,,,,,,,,
283,7,2,7,0,,,,,,,,,,,,
284,0,0,0,1,,,,,,,,,,,,
284,1,0,1,1,,,,,,,,,,,,
284,2,0,2,0,,,,,,,,,,,,
284,3,0.8,3,0,,,,,,,,,,,,
284,4,0,4,0,,,,,,,,,,,,
284,5,0,5,0,,,,,,,,,,,,
284,6,1.2,6,0,,,,,,,,,,,,
284,7,2,7,0,,,,,,,,,,,,
285,0,0,0,1,,,,,,,,,,,,
285,1,0,1,1,,,,,,,,,,,,
285,2,0,2,0,,,,,,,,,,,,
285,3,0.8,3,0,,,,,,,,,,,,
285,4,0,4,0,,,,,,,,,,,,
285,5,0,5,0,,,,,,,,,,,,
285,6,1.2,6,0,,,,,,,,,,,,
285,7,2,7,0,,,,,,,,,,,,
286,0,0,0,1,,,,,,,,,,,,
286,1,0,1,1,,,,,,,,,,,,
286,2,0,2,0,,,,,,,,,,,,
286,3,0.8,3,0,,,,,,,,,,,,
286,4,0,4,0,,,,,,,,,,,,
286,5,0,5,0,,,,,,,,,,,,
286,6,1.2,6,0,,,,,,,,,,,,
286,7,2,7,0,,,,,,,,,,,,
287,0,0,0,1,,,,,,,,,,,,
287,1,0,1,1,,,,,,,,,,,,
287,2,0,2,0,,,,,,,,,,,,
287,3,0.8,3,0,,,,,,,,,,,,
287,4,0,4,0,,,,,,,,,,,,
287,5,0,5,0,,,,,,,,,,,,
287,6,1.2,6,0,,,,,,,,,,,,
287,7,2,7,0,,,,,,,,,,,,
288,0,0,0,1,,,,,,,,,,,,
288,1,0,1,1,,,,,,,,,,,,
288,2,0,2,0,,,,,,,,,,,,
288,3,0.8,3,0,,,,,,,,,,,,
288,4,0,4,0,,,,,,,,,,,,
288,5,0,5,0,,,,,,,,,,,,
288,6,1.2,6,0,,,,,,,,,,,,
288,7,2,7,0,,,,,,,,,,,,
289,0,0,0,1,,,,,,,,,,,,
289,1,0,1,1,,,,,,,,,,,,
289,2,0,2,0,,,,,,,,,,,,
289,3,0.8,3,0,,,,,,,,,,,,
289,4,0,4,0,,,,,,,,,,,,
289,5,0,5,0,,,,,,,,,,,,
289,6,1.2,6,0,,,,,,,,,,,,
289,7,2,7,0,,,,,,,,,,,,
290,0,0,0,1,,,,,,,,,,,,
290,1,0,1,1,,,,,,,,,,,,
290,2,0,2,0,,,,,,,,,,,,
290,3,0.8,3,0,,,,,,,,,,,,
290,4,0,4,0,,,,,,,,,,,,
290,5,0,5,0,,,,,,,,,,,,
290,6,1.2,6,0,,,,,,,,,,,,
290,7,2,7,0,,,,,,,,,,,,
291,0,0,0,1,,,,,,,,,,,,
291,1,0,1,1,,,,,,,,,,,,
291,2,0,2,0,,,,,,,,,,,,
291,3,0.8,3,0,,,,,,,,,,,,
291,4,0,4,0,,,,,,,,,,,,
291,5,0,5,0,,,,,,,,,,,,
291,6,1.2,6,0,,,,,,,,,,,,
291,7,2,7,0,,,,,,,,,,,,
292,0,0,0,1,,,,,,,,,,,,
292,1,0,1,1,,,,,,,,,,,,
292,2,0,2,0,,,,,,,,,,,,
292,3,0.8,3,0,,,,,,,,,,,,
292,4,0,4,0,,,,,,,,,,,,
292,5,0,5,0,,,,,,,,,,,,
292,6,1.2,6,0,,,,,,,,,,,,
292,7,2,7,0,,,,,,,,,,,,
293,0,0,0,1,,,,,,,,,,,,
293,1,0,1,1,,,,,,,,,,,,
293,2,0,2,0,,,,,,,,,,,,
293,3,0.8,3,0,,,,,,,,,,,,
293,4,0,4,0,,,,,,,,,,,,
293,5,0,5,0,,,,,,,,,,,,
293,6,1.2,6,0,,,,,,,,,,,,
293,7,2,7,0,,,,,,,,,,,,
294,0,0,0,1,,,,,,,,,,,,
294,1,0,1,1,,,,,,,,,,,,
294,2,0,2,0,,,,,,,,,,,,
294,3,0.8,3,0,,,,,,,,,,,,
294,4,0,4,0,,,,,,,,,,,,
294,5,0,5,0,,,,,,,,,,,,
294,6,1.2,6,0,,,,,,,,,,,,
294,7,2,7,0,,,,,,,,,,,,
295,0,0,0,1,,,,,,,,,,,,
295,1,0,1,1,,,,,,,,,,,,
295,2,0,2,0,,,,,,,,,,,,
295,3,0.8,3,0,,,,,,,,,,,,
295,4,0,4,0,,,,,,,,,,,,
295,5,0,5,0,,,,,,,,,,,,
295,6,1.2,6,0,,,,,,,,,,,,
295,7,2,7,0,,,,,,,,,,,,
296,0,0,0,1,,,,,,,,,,,,
296,1,0,1,1,,,,,,,,,,,,
296,2,0,2,0,,,,,,,,,,,,
296,3,0.8,3,0,,,,,,,,,,,,
296,4,0,4,0,,,,,,,,,,,,
296,5,0,5,0,,,,,,,,,,,,
296,6,1.2,6,0,,,,,,,,,,,,
296,7,2,7,0,,,,,,,,,,,,
297,0,0,0,1,,,,,,,,,,,,
297,1,0,1,1,,,,,,,,,,,,
297,2,0,2,0,,,,,,,,,,,,
297,3,0.8,3,0,,,,,,,,,,,,
297,4,0,4,0,,,,,,,,,,,,
297,5,0,5,0,,,,,,,,,,,,
297,6,1.2,6,0,,,,,,,,,,,,
297,7,2,7,0,,,,,,,,,,,,
298,0,0,0,1,,,,,,,,,,,,
298,1,0,1,1,,,,,,,,,,,,
298,2,0,2,0,,,,,,,,,,,,
298,3,0.8,3,0,,,,,,,,,,,,
298,4,0,4,0,,,,,,,,,,,,
298,5,0,5,0,,,,,,,,,,,,
298,6,1.2,6,0,,,,,,,,,,,,
298,7,2,7,0,,,,,,,,,,,,
299,0,0,0,1,,,,,,,,,,,,
299,1,0,1,1,,,,,,,,,,,,
299,2,0,2,0,,,,,,,,,,,,
299,3,0.8,3,0,,,,,,,,,,,,
299,4,0,4,0,,,,,,,,,,,,
299,5,0,5,0,,,,,,,,,,,,
299,6,1.2,6,0,,,,,,,,,,,,
299,7,2,7,0,,,,,,,,,,,,
300,0,0,0,1,,,,,,,,,,,,
300,1,0,1,1,,,,,,,,,,,,
300,2,0,2,0,,,,,,,,,,,,
300,3,0,3,0,,,,,,,,,,,,
300,4,0,4,1,,,,,,,,,,,,
300,5,0,5,0,,,,,,,,,,,,
300,6,0.2,6,0,,,,,,,,,,,,
300,7,1,7,0,,,,,,,,,,,,
301,0,0,0,1,,,,,,,,,,,,
301,1,0,1,1,,,,,,,,,,,,
301,2,0,2,0,,,,,,,,,,,,
301,3,0,3,0,,,,,,,,,,,,
301,4,0,4,1,,,,,,,,,,,,
301,5,0,5,0,,,,,,,,,,,,
301,6,0.2,6,0,,,,,,,,,,,,
301,7,1,7,0,,,,,,,,,,,,
302,0,0,0,1,,,,,,,,,,,,
302,1,0,1,1,,,,,,,,,,,,
302,2,0,2,0,,,,,,,,,,,,
302,3,0,3,0,,,,,,,,,,,,
302,4,0,4,1,,,,,,,,,,,,
302,5,0,5,0,,,,,,,,,,,,
302,6,0.2,6,0,,,,,,,,,,,,
302,7,1,7,0,,,,,,,,,,,,
303,0,0,0,1,,,,,,,,,,,,
303,1,0,1,1,,,,,,,,,,,,
303,2,0,2,0,,,,,,,,,,,,
303,3,0,3,0,,,,,,,,,,,,
303,4,0,4,1,,,,,,,,,,,,
303,5,0,5,0,,,,,,,,,,,,
303,6,0.2,6,0,,,,,,,,,,,,
303,7,1,7,0,,,,,,,,,,,,
304,0,0,0,1,,,,,,,,,,,,
304,1,0,1,1,,,,,,,,,,,,
304,2,0,2,0,,,,,,,,,,,,
304,3,0,3,0,,,,,,,,,,,,
304,4,0,4,1,,,,,,,,,,,,
304,5,0,5,0,,,,,,,,,,,,
304,6,0.2,6,0,,,,,,,,,,,,
304,7,1,7,0,,,,,,,,,,,,
305,0,0,0,1,,,,,,,,,,,,
305,1,0,1,1,,,,,,,,,,,,
305,2,0,2,0,,,,,,,,,,,,
305,3,0,3,0,,,,,,,,,,,,
305,4,0,4,1,,,,,,,,,,,,
305,5,0,5,0,,,,,,,,,,,,
305,6,0.2,6,0,,,,,,,,,,,,
305,7,1,7,0,,,,,,,,,,,,
306,0,0,0,1,,,,,,,,,,,,
306,1,0,1,1,,,,,,,,,,,,
306,2,0,2,0,,,,,,,,,,,,
306,3,0,3,0,,,,,,,,,,,,
306,4,0,4,1,,,,,,,,,,,,
306,5,0,5,0,,,,,,,,,,,,
306,6,0.2,6,0,,,,,,,,,,,,
306,7,1,7,0,,,,,,,,,,,,
307,0,0,0,1,,,,,,,,,,,,
307,1,0,1,1,,,,,,,,,,,,
307,2,0,2,0,,,,,,,,,,,,
307,3,0,3,0,,,,,,,,,,,,
307,4,0,4,1,,,,,,,,,,,,
307,5,0,5,0,,,,,,,,,,,,
307,6,0.2,6,0,,,,,,,,,,,,
307,7,1,7,0,,,,,,,,,,,,
308,0,0,0,1,,,,,,,,,,,,
308,1,0,1,1,,,,,,,,,,,,
308,2,0,2,0,,,,,,,,,,,,
308,3,0,3,0,,,,,,,,,,,,
308,4,0,4,1,,,,,,,,,,,,
308,5,0,5,0,,,,,,,,,,,,
308,6,0.2,6,0,,,,,,,,,,,,
308,7,1,7,0,,,,,,,,,,,,
309,0,0,0,1,,,,,,,,,,,,
309,1,0,1,1,,,,,,,,,,,,
309,2,0,2,0,,,,,,,,,,,,
309,3,0,3,0,,,,,,,,,,,,
309,4,0,4,1,,,,,,,,,,,,
309,5,0,5,0,,,,,,,,,,,,
309,6,0.2,6,0,,,,,,,,,,,,
309,7,1,7,0,,,,,,,,,,,,
310,0,0,0,1,,,,,,,,,,,,
310,1,0,1,1,,,,,,,,,,,,
310,2,0,2,0,,,,,,,,,,,,
310,3,0,3,0,,,,,,,,,,,,
310,4,0,4,1,,,,,,,,,,,,
310,5,0,5,0,,,,,,,,,,,,
310,6,0.2,6,0,,,,,,,,,,,,
310,7,1,7,0,,,,,,,,,,,,
311,0,0,0,1,,,,,,,,,,,,
311,1,0,1,1,,,,,,,,,,,,
311,2,0,2,0,,,,,,,,,,,,
311,3,0,3,0,,,,,,,,,,,,
311,4,0,4,1,,,,,,,,,,,,
311,5,0,5,0,,,,,,,,,,,,
311,6,0.2,6,0,,,,,,,,,,,,
311,7,1,7,0,,,,,,,,,,,,
312,0,0,0,1,,,,,,,,,,,,
312,1,0,1,1,,,,,,,,,,,,
312,2,0,2,0,,,,,,,,,,,,
312,3,0,3,0,,,,,,,,,,,,
312,4,0,4,1,,,,,,,,,,,,
312,5,0,5,0,,,,,,,,,,,,
312,6,0.2,6,0,,,,,,,,,,,,
312,7,1,7,0,,,,,,,,,,,,
313,0,0,0,1,,,,,,,,,,,,
313,1,0,1,1,,,,,,,,,,,,
313,2,0,2,0,,,,,,,,,,,,
313,3,0,3,0,,,,,,,,,,,,
313,4,0,4,1,,,,,,,,,,,,
313,5,0,5,0,,,,,,,,,,,,
313,6,0.2,6,0,,,,,,,,,,,,
313,7,1,7,0,,,,,,,,,,,,
314,0,0,0,1,,,,,,,,,,,,
314,1,0,1,1,,,,,,,,,,,,
314,2,0,2,0,,,,,,,,,,,,
314,3,0,3,0,,,,,,,,,,,,
314,4,0,4,1,,,,,,,,,,,,
314,5,0,5,0,,,,,,,,,,,,
314,6,0.2,6,0,,,,,,,,,,,,
314,7,1,7,0,,,,,,,,,,,,
315,0,0,0,1,,,,,,,,,,,,
315,1,0,1,1,,,,,,,,,,,,
315,2,0,2,0,,,,,,,,,,,,
315,3,0,3,0,,,,,,,,,,,,
315,4,0,4,1,,,,,,,,,,,,
315,5,0,5,0,,,,,,,,,,,,
315,6,0.2,6,0,,,,,,,,,,,,
315,7,1,7,0,,,,,,,,,,,,
316,0,0,0,1,,,,,,,,,,,,
316,1,0,1,1,,,,,,,,,,,,
316,2,0,2,0,,,,,,,,,,,,
316,3,0,3,0,,,,,,,,,,,,
316,4,0,4,1,,,,,,,,,,,,
316,5,0,5,0,,,,,,,,,,,,
316,6,0.2,6,0,,,,,,,,,,,,
316,7,1,7,0,,,,,,,,,,,,
317,0,0,0,1,,,,,,,,,,,,
317,1,0,1,1,,,,,,,,,,,,
317,2,0,2,0,,,,,,,,,,,,
317,3,0,3,0,,,,,,,,,,,,
317,4,0,4,1,,,,,,,,,,,,
317,5,0,5,0,,,,,,,,,,,,
317,6,0.2,6,0,,,,,,,,,,,,
317,7,1,7,0,,,,,,,,,,,,
318,0,0,0,1,,,,,,,,,,,,
318,1,0,1,1,,,,,,,,,,,,
318,2,0,2,0,,,,,,,,,,,,
318,3,0,3,0,,,,,,,,,,,,
318,4,0,4,1,,,,,,,,,,,,
318,5,0,5,0,,,,,,,,,,,,
318,6,0.2,6,0,,,,,,,,,,,,
318,7,1,7,0,,,,,,,,,,,,
319,0,0,0,1,,,,,,,,,,,,
319,1,0,1,1,,,,,,,,,,,,
319,2,0,2,0,,,,,,,,,,,,
319,3,0,3,0,,,,,,,,,,,,
319,4,0,4,1,,,,,,,,,,,,
319,5,0,5,0,,,,,,,,,,,,
319,6,0.2,6,0,,,,,,,,,,,,
319,7,1,7,0,,,,,,,,,,,,
320,0,0,0,1,,,,,,,,,,,,
320,1,0,1,1,,,,,,,,,,,,
320,2,0,2,0,,,,,,,,,,,,
320,3,0,3,0,,,,,,,,,,,,
320,4,0,4,1,,,,,,,,,,,,
320,5,0,5,0,,,,,,,,,,,,
320,6,0.2,6,0,,,,,,,,,,,,
320,7,1,7,0,,,,,,,,,,,,
321,0,0,0,1,,,,,,,,,,,,
321,1,0,1,1,,,,,,,,,,,,
321,2,0,2,0,,,,,,,,,,,,
321,3,0,3,0,,,,,,,,,,,,
321,4,0,4,1,,,,,,,,,,,,
321,5,0,5,0,,,,,,,,,,,,
321,6,0.2,6,0,,,,,,,,,,,,
321,7,1,7,0,,,,,,,,,,,,
322,0,0,0,1,,,,,,,,,,,,
322,1,0,1,1,,,,,,,,,,,,
322,2,0,2,0,,,,,,,,,,,,
322,3,0,3,0,,,,,,,,,,,,
322,4,0,4,1,,,,,,,,,,,,
322,5,0,5,0,,,,,,,,,,,,
322,6,0.2,6,0,,,,,,,,,,,,
322,7,1,7,0,,,,,,,,,,,,
323,0,0,0,1,,,,,,,,,,,,
323,1,0,1,1,,,,,,,,,,,,
323,2,0,2,0,,,,,,,,,,,,
323,3,0,3,0,,,,,,,,,,,,
323,4,0,4,1,,,,,,,,,,,,
323,5,0,5,0,,,,,,,,,,,,
323,6,0.2,6,0,,,,,,,,,,,,
323,7,1,7,0,,,,,,,,,,,,
324,0,0,0,1,,,,,,,,,,,,
324,1,0,1,1,,,,,,,,,,,,
324,2,0,2,0,,,,,,,,,,,,
324,3,0,3,0,,,,,,,,,,,,
324,4,0,4,1,,,,,,,,,,,,
324,5,0,5,0,,,,,,,,,,,,
324,6,0.2,6,0,,,,,,,,,,,,
324,7,1,7,0,,,,,,,,,,,,
325,0,0,0,1,,,,,,,,,,,,
325,1,0,1,1,,,,,,,,,,,,
325,2,0,2,0,,,,,,,,,,,,
325,3,0,3,0,,,,,,,,,,,,
325,4,0,4,1,,,,,,,,,,,,
325,5,0,5,0,,,,,,,,,,,,
325,6,0.2,6,0,,,,,,,,,,,,
325,7,1,7,0,,,,,,,,,,,,
326,0,0,0,1,,,,,,,,,,,,
326,1,0,1,1,,,,,,,,,,,,
326,2,0,2,0,,,,,,,,,,,,
326,3,0,3,0,,,,,,,,,,,,
326,4,0,4,1,,,,,,,,,,,,
326,5,0,5,0,,,,,,,,,,,,
326,6,0.2,6,0,,,,,,,,,,,,
326,7,1,7,0,,,,,,,,,,,,
327,0,0,0,1,,,,,,,,,,,,
327,1,0,1,1,,,,,,,,,,,,
327,2,0,2,0,,,,,,,,,,,,
327,3,0,3,0,,,,,,,,,,,,
327,4,0,4,1,,,,,,,,,,,,
327,5,0,5,0,,,,,,,,,,,,
327,6,0.2,6,0,,,,,,,,,,,,
327,7,1,7,0,,,,,,,,,,,,
328,0,0,0,1,,,,,,,,,,,,
328,1,0,1,1,,,,,,,,,,,,
328,2,0,2,0,,,,,,,,,,,,
328,3,0,3,0,,,,,,,,,,,,
328,4,0,4,1,,,,,,,,,,,,
328,5,0,5,0,,,,,,,,,,,,
328,6,0.2,6,0,,,,,,,,,,,,
328,7,1,7,0,,,,,,,,,,,,
329,0,0,0,1,,,,,,,,,,,,
329,1,0,1,1,,,,,,,,,,,,
329,2,0,2,0,,,,,,,,,,,,
329,3,0,3,0,,,,,,,,,,,,
329,4,0,4,1,,,,,,,,,,,,
329,5,0,5,0,,,,,,,,,,,,
329,6,0.2,6,0,,,,,,,,,,,,
329,7,1,7,0,,,,,,,,,,,,
330,0,0,0,1,,,,,,,,,,,,
330,1,0,1,1,,,,,,,,,,,,
330,2,0,2,0,,,,,,,,,,,,
330,3,0,3,0,,,,,,,,,,,,
330,4,0,4,1,,,,,,,,,,,,
330,5,0,5,0,,,,,,,,,,,,
330,6,0.2,6,0,,,,,,,,,,,,
330,7,1,7,0,,,,,,,,,,,,
331,0,0,0,1,,,,,,,,,,,,
331,1,0,1,1,,,,,,,,,,,,
331,2,0,2,0,,,,,,,,,,,,
331,3,0,3,0,,,,,,,,,,,,
331,4,0,4,1,,,,,,,,,,,,
331,5,0,5,0,,,,,,,,,,,,
331,6,0.2,6,0,,,,,,,,,,,,
331,7,1,7,0,,,,,,,,,,,,
332,0,0,0,1,,,,,,,,,,,,
332,1,0,1,1,,,,,,,,,,,,
332,2,0,2,0,,,,,,,,,,,,
332,3,0,3,0,,,,,,,,,,,,
332,4,0,4,1,,,,,,,,,,,,
332,5,0,5,0,,,,,,,,,,,,
332,6,0.2,6,0,,,,,,,,,,,,
332,7,1,7,0,,,,,,,,,,,,
333,0,0,0,1,,,,,,,,,,,,
333,1,0,1,1,,,,,,,,,,,,
333,2,0,2,0,,,,,,,,,,,,
333,3,0,3,0,,,,,,,,,,,,
333,4,0,4,1,,,,,,,,,,,,
333,5,0,5,0,,,,,,,,,,,,
333,6,0.2,6,0,,,,,,,,,,,,
333,7,1,7,0,,,,,,,,,,,,
334,0,0,0,1,,,,,,,,,,,,
334,1,0,1,1,,,,,,,,,,,,
334,2,0,2,0,,,,,,,,,,,,
334,3,0,3,0,,,,,,,,,,,,
334,4,0,4,1,,,,,,,,,,,,
334,5,0,5,0,,,,,,,,,,,,
334,6,0.2,6,0,,,,,,,,,,,,
334,7,1,7,0,,,,,,,,,,,,
335,0,0,0,1,,,,,,,,,,,,
335,1,0,1,1,,,,,,,,,,,,
335,2,0,2,0,,,,,,,,,,,,
335,3,0,3,0,,,,,,,,,,,,
335,4,0,4,1,,,,,,,,,,,,
335,5,0,5,0,,,,,,,,,,,,
335,6,0.2,6,0,,,,,,,,,,,,
335,7,1,7,0,,,,,,,,,,,,
336,0,0,0,1,,,,,,,,,,,,
336,1,0,1,1,,,,,,,,,,,,
336,2,0,2,0,,,,,,,,,,,,
336,3,0,3,0,,,,,,,,,,,,
336,4,0,4,1,,,,,,,,,,,,
336,5,0,5,0,,,,,,,,,,,,
336,6,0.2,6,0,,,,,,,,,,,,
336,7,1,7,0,,,,,,,,,,,,
337,0,0,0,1,,,,,,,,,,,,
337,1,0,1,1,,,,,,,,,,,,
337,2,0,2,0,,,,,,,,,,,,
337,3,0,3,0,,,,,,,,,,,,
337,4,0,4,1,,,,,,,,,,,,
337,5,0,5,0,,,,,,,,,,,,
337,6,0.2,6,0,,,,,,,,,,,,
337,7,1,7,0,,,,,,,,,,,,
338,0,0,0,1,,,,,,,,,,,,
338,1,0,1,1,,,,,,,,,,,,
338,2,0,2,0,,,,,,,,,,,,
338,3,0,3,0,,,,,,,,,,,,
338,4,0,4,1,,,,,,,,,,,,
338,5,0,5,0,,,,,,,,,,,,
338,6,0.2,6,0,,,,,,,,,,,,
338,7,1,7,0,,,,,,,,,,,,
339,0,0,0,1,,,,,,,,,,,,
339,1,0,1,1,,,,,,,,,,,,
339,2,0,2,0,,,,,,,,,,,,
339,3,0,3,0,,,,,,,,,,,,
339,4,0,4,1,,,,,,,,,,,,
339,5,0,5,0,,,,,,,,,,,,
339,6,0.2,6,0,,,,,,,,,,,,
339,7,1,7,0,,,,,,,,,,,,
340,0,0,0,1,,,,,,,,,,,,
340,1,0,1,1,,,,,,,,,,,,
340,2,0,2,0,,,,,,,,,,,,
340,3,0,3,0,,,,,,,,,,,,
340,4,0,4,1,,,,,,,,,,,,
340,5,0,5,0,,,,,,,,,,,,
340,6,0.2,6,0,,,,,,,,,,,,
340,7,1,7,0,,,,,,,,,,,,
341,0,0,0,1,,,,,,,,,,,,
341,1,0,1,1,,,,,,,,,,,,
341,2,0,2,0,,,,,,,,,,,,
341,3,0,3,0,,,,,,,,,,,,
341,4,0,4,1,,,,,,,,,,,,
341,5,0,5,0,,,,,,,,,,,,
341,6,0.2,6,0,,,,,,,,,,,,
341,7,1,7,0,,,,,,,,,,,,
342,0,0,0,1,,,,,,,,,,,,
342,1,0,1,1,,,,,,,,,,,,
342,2,0,2,0,,,,,,,,,,,,
342,3,0,3,0,,,,,,,,,,,,
342,4,0,4,1,,,,,,,,,,,,
342,5,0,5,0,,,,,,,,,,,,
342,6,0.2,6,0,,,,,,,,,,,,
342,7,1,7,0,,,,,,,,,,,,
343,0,0,0,1,,,,,,,,,,,,
343,1,0,1,1,,,,,,,,,,,,
343,2,0,2,0,,,,,,,,,,,,
343,3,0,3,0,,,,,,,,,,,,
343,4,0,4,1,,,,,,,,,,,,
343,5,0,5,0,,,,,,,,,,,,
343,6,0.2,6,0,,,,,,,,,,,,
343,7,1,7,0,,,,,,,,,,,,
344,0,0,0,1,,,,,,,,,,,,
344,1,0,1,1,,,,,,,,,,,,
344,2,0,2,0,,,,,,,,,,,,
344,3,0,3,0,,,,,,,,,,,,
344,4,0,4,1,,,,,,,,,,,,
344,5,0,5,0,,,,,,,,,,,,
344,6,0.2,6,0,,,,,,,,,,,,
344,7,1,7,0,,,,,,,,,,,,
345,0,0,0,1,,,,,,,,,,,,
345,1,0,1,1,,,,,,,,,,,,
345,2,0,2,0,,,,,,,,,,,,
345,3,0,3,0,,,,,,,,,,,,
345,4,0,4,1,,,,,,,,,,,,
345,5,0,5,0,,,,,,,,,,,,
345,6,0.2,6,0,,,,,,,,,,,,
345,7,1,7,0,,,,,,,,,,,,
346,0,0,0,1,,,,,,,,,,,,
346,1,0,1,1,,,,,,,,,,,,
346,2,0,2,0,,,,,,,,,,,,
346,3,0,3,0,,,,,,,,,,,,
346,4,0,4,1,,,,,,,,,,,,
346,5,0,5,0,,,,,,,,,,,,
346,6,0.2,6,0,,,,,,,,,,,,
346,7,1,7,0,,,,,,,,,,,,
347,0,0,0,1,,,,,,,,,,,,
347,1,0,1,1,,,,,,,,,,,,
347,2,0,2,0,,,,,,,,,,,,
347,3,0,3,0,,,,,,,,,,,,
347,4,0,4,1,,,,,,,,,,,,
347,5,0,5,0,,,,,,,,,,,,
347,6,0.2,6,0,,,,,,,,,,,,
347,7,1,7,0,,,,,,,,,,,,
348,0,0,0,1,,,,,,,,,,,,
348,1,0,1,1,,,,,,,,,,,,
348,2,0,2,0,,,,,,,,,,,,
348,3,0,3,0,,,,,,,,,,,,
348,4,0,4,1,,,,,,,,,,,,
348,5,0,5,0,,,,,,,,,,,,
348,6,0.2,6,0,,,,,,,,,,,,
348,7,1,7,0,,,,,,,,,,,,
349,0,0,0,1,,,,,,,,,,,,
349,1,0,1,1,,,,,,,,,,,,
349,2,0,2,0,,,,,,,,,,,,
349,3,0,3,0,,,,,,,,,,,,
349,4,0,4,1,,,,,,,,,,,,
349,5,0,5,0,,,,,,,,,,,,
349,6,0.2,6,0,,,,,,,,,,,,
349,7,1,7,0,,,,,,,,,,,,
350,0,0,0,1,,,,,,,,,,,,
350,1,0,1,1,,,,,,,,,,,,
350,2,0,2,0,,,,,,,,,,,,
350,3,0,3,0,,,,,,,,,,,,
350,4,0,4,1,,,,,,,,,,,,
350,5,0,5,0,,,,,,,,,,,,
350,6,0.2,6,0,,,,,,,,,,,,
350,7,1,7,0,,,,,,,,,,,,
351,0,0,0,1,,,,,,,,,,,,
351,1,0,1,1,,,,,,,,,,,,
351,2,0,2,0,,,,,,,,,,,,
351,3,0,3,0,,,,,,,,,,,,
351,4,0,4,1,,,,,,,,,,,,
351,5,0,5,0,,,,,,,,,,,,
351,6,0.2,6,0,,,,,,,,,,,,
351,7,1,7,0,,,,,,,,,,,,
352,0,0,0,1,,,,,,,,,,,,
352,1,0,1,1,,,,,,,,,,,,
352,2,0,2,0,,,,,,,,,,,,
352,3,0,3,0,,,,,,,,,,,,
352,4,0,4,1,,,,,,,,,,,,
352,5,0,5,0,,,,,,,,,,,,
352,6,0.2,6,0,,,,,,,,,,,,
352,7,1,7,0,,,,,,,,,,,,
353,0,0,0,1,,,,,,,,,,,,
353,1,0,1,1,,,,,,,,,,,,
353,2,0,2,0,,,,,,,,,,,,
353,3,0,3,0,,,,,,,,,,,,
353,4,0,4,1,,,,,,,,,,,,
353,5,0,5,0,,,,,,,,,,,,
353,6,0.2,6,0,,,,,,,,,,,,
353,7,1,7,0,,,,,,,,,,,,
354,0,0,0,1,,,,,,,,,,,,
354,1,0,1,1,,,,,,,,,,,,
354,2,0,2,0,,,,,,,,,,,,
354,3,0,3,0,,,,,,,,,,,,
354,4,0,4,1,,,,,,,,,,,,
354,5,0,5,0,,,,,,,,,,,,
354,6,0.2,6,0,,,,,,,,,,,,
354,7,1,7,0,,,,,,,,,,,,
355,0,0,0,1,,,,,,,,,,,,
355,1,0,1,1,,,,,,,,,,,,
355,2,0,2,0,,,,,,,,,,,,
355,3,0,3,0,,,,,,,,,,,,
